Token	True Label	Predicted Label
disruption	O	O
of	O	O
the	O	O
catalytic	O	O
triad	O	O
functionality	O	O
regardless	O	O
of	O	O
the	O	O
type	O	O
of	O	O
substrate	O	O
.	O	O

md	O	O
also	O	O
showed	O	O
that	O	O
the	O	O
enzyme	O	O
volume	O	O
is	O	O
increased	O	O
,	O	O
suggesting	O	O
a	O	O
pre	O	O
-	O	O
denaturation	O	O
state	O	O
.	O	O

this	O	O
fits	O	O
with	O	O
the	O	O
reduced	O	O
concentration	O	O
of	O	O
p	O	O
.	O	O

ala204asp	O	O
/	O	O
p	O	O
.	O	O

asp70gly	O	O
-	O	O
p	O	O
.	O	O

ala539thr	O	O
tetrameric	O	O
enzyme	O	O
in	O	O
the	O	O
plasma	O	O
and	O	O
non	O	O
-	O	O
detectable	O	O
fast	O	O
moving	O	O
-	O	O
bands	O	O
on	O	O
electrophoresis	O	O
gels	O	O
.	O	O

delayed	O	O
anemia	O	O
after	O	O
treatment	O	O
with	O	O
injectable	O	O
artesunate	B-chem	B-chem
in	O	O
the	O	O
democratic	O	O
republic	O	O
of	O	O
the	O	O
congo	O	O
:	O	O
a	O	O
manageable	O	O
issue	O	O
.	O	O

cases	O	O
of	O	O
delayed	O	O
hemolytic	O	O
anemia	O	O
have	O	O
been	O	O
described	O	O
after	O	O
treatment	O	O
with	O	O
injectable	O	O
artesunate	B-chem	B-chem
,	O	O
the	O	O
current	O	O
world	O	O
health	O	O
organization	O	O
(	O	O
who	O	O
)	O	O
-	O	O
recommended	O	O
first	O	O
-	O	O
line	O	O
drug	O	O
for	O	O
the	O	O
treatment	O	O
of	O	O
severe	O	O
malaria	O	O
.	O	O

a	O	O
total	O	O
of	O	O
350	O	O
patients	O	O
(	O	O
215	O	O
[	O	O
61	O	O
.	O	O
4	O	O
%	O	O
]	O	O
<	O	O
5	O	O
years	O	O
of	O	O
age	O	O
and	O	O
135	O	O
[	O	O
38	O	O
.	O	O
6	O	O
%	O	O
]	O	O
>	O	O
5	O	O
years	O	O
of	O	O
age	O	O
)	O	O
were	O	O
followed	O	O
-	O	O
up	O	O
after	O	O
treatment	O	O
with	O	O
injectable	O	O
artesunate	B-chem	B-chem
for	O	O
severe	O	O
malaria	O	O
in	O	O
hospitals	O	O
and	O	O
health	O	O
centers	O	O
of	O	O
the	O	O
democratic	O	O
republic	O	O
of	O	O
the	O	O
congo	O	O
.	O	O

complete	O	O
series	O	O
of	O	O
hemoglobin	O	O
(	O	O
hb	O	O
)	O	O
measurements	O	O
were	O	O
available	O	O
for	O	O
201	O	O
patients	O	O
.	O	O

a	O	O
decrease	O	O
in	O	O
hb	O	O
levels	O	O
between	O	O
2	O	O
and	O	O
5	O	O
g	O	O
/	O	O
dl	O	O
was	O	O
detected	O	O
in	O	O
23	O	O
(	O	O
11	O	O
.	O	O
4	O	O
%	O	O
)	O	O
patients	O	O
during	O	O
the	O	O
follow	O	O
-	O	O
up	O	O
period	O	O
.	O	O

for	O	O
five	O	O
patients	O	O
,	O	O
hb	O	O
levels	O	O
decreased	O	O
below	O	O
5	O	O
g	O	O
/	O	O
dl	O	O
during	O	O
at	O	O
least	O	O
one	O	O
follow	O	O
-	O	O
up	O	O
visit	O	O
.	O	O

all	O	O
cases	O	O
of	O	O
delayed	O	O
anemia	O	O
were	O	O
clinically	O	O
manageable	O	O
and	O	O
resolved	O	O
within	O	O
one	O	O
month	O	O
.	O	O

regulation	O	O
of	O	O
signal	O	O
transducer	O	O
and	O	O
activator	O	O
of	O	O
transcription	O	O
3	O	O
and	O	O
apoptotic	O	O
pathways	O	O
by	O	O
betaine	B-chem	B-chem
attenuates	O	O
isoproterenol	B-chem	B-chem
-	O	O
induced	O	O
acute	O	O
myocardial	O	O
injury	O	O
in	O	O
rats	O	O
.	O	O

the	O	O
present	O	O
study	O	O
was	O	O
designed	O	O
to	O	O
investigate	O	O
the	O	O
cardioprotective	O	O
effects	O	O
of	O	O
betaine	B-chem	B-chem
on	O	O
acute	O	O
myocardial	O	O
ischemia	O	O
induced	O	O
experimentally	O	O
in	O	O
rats	O	O
focusing	O	O
on	O	O
regulation	O	O
of	O	O
signal	O	O
transducer	O	O
and	O	O
activator	O	O
of	O	O
transcription	O	O
3	O	O
(	O	O
stat3	O	O
)	O	O
and	O	O
apoptotic	O	O
pathways	O	O
as	O	O
the	O	O
potential	O	O
mechanism	O	O
underlying	O	O
the	O	O
drug	O	O
effect	O	O
.	O	O

male	O	O
sprague	O	O
dawley	O	O
rats	O	O
were	O	O
treated	O	O
with	O	O
betaine	B-chem	B-chem
(	O	O
100	O	O
,	O	O
200	O	O
,	O	O
and	O	O
400	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
orally	O	O
for	O	O
40	O	O
days	O	O
.	O	O

acute	O	O
myocardial	O	O
ischemic	O	O
injury	O	O
was	O	O
induced	O	O
in	O	O
rats	O	O
by	O	O
subcutaneous	O	O
injection	O	O
of	O	O
isoproterenol	B-chem	B-chem
(	O	O
85	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
,	O	O
for	O	O
two	O	O
consecutive	O	O
days	O	O
.	O	O

serum	O	O
cardiac	O	O
marker	O	O
enzyme	O	O
,	O	O
histopathological	O	O
variables	O	O
and	O	O
expression	O	O
of	O	O
protein	O	O
levels	O	O
were	O	O
analyzed	O	O
.	O	O

oral	O	O
administration	O	O
of	O	O
betaine	B-chem	B-chem
(	O	O
200	O	O
and	O	O
400	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
significantly	O	O
reduced	O	O
the	O	O
level	O	O
of	O	O
cardiac	O	O
marker	O	O
enzyme	O	O
in	O	O
the	O	O
serum	O	O
and	O	O
prevented	O	O
left	O	O
ventricular	O	O
remodeling	O	O
.	O	O

western	O	O
blot	O	O
analysis	O	O
showed	O	O
that	O	O
isoproterenol	B-chem	B-chem
-	O	O
induced	O	O
phosphorylation	O	O
of	O	O
stat3	O	O
was	O	O
maintained	O	O
or	O	O
further	O	O
enhanced	O	O
by	O	O
betaine	B-chem	B-chem
treatment	O	O
in	O	O
myocardium	O	O
.	O	O

furthermore	O	O
,	O	O
betaine	B-chem	B-chem
(	O	O
200	O	O
and	O	O
400	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
treatment	O	O
increased	O	O
the	O	O
ventricular	O	O
expression	O	O
of	O	O
bcl	O	B-chem
-	O	O
2	O	O
and	O	O
reduced	O	O
the	O	O
level	O	O
of	O	O
bax	O	B-chem
,	O	O
therefore	O	O
causing	O	O
a	O	O
significant	O	O
increase	O	O
in	O	O
the	O	O
ratio	O	O
of	O	O
bcl	O	B-chem
-	O	O
2	O	O
/	O	O
bax	O	O
.	O	O

the	O	O
protective	O	O
role	O	O
of	O	O
betaine	B-chem	B-chem
on	O	O
myocardial	O	O
damage	O	O
was	O	O
further	O	O
confirmed	O	O
by	O	O
histopathological	O	O
examination	O	O
.	O	O

in	O	O
summary	O	O
,	O	O
our	O	O
results	O	O
showed	O	O
that	O	O
betaine	B-chem	B-chem
pretreatment	O	O
attenuated	O	O
isoproterenol	B-chem	B-chem
-	O	O
induced	O	O
acute	O	O
myocardial	O	O
ischemia	O	O
via	O	O
the	O	O
regulation	O	O
of	O	O
stat3	O	O
and	O	O
apoptotic	O	O
pathways	O	O
.	O	O

quetiapine	B-chem	B-chem
-	O	O
induced	O	O
neutropenia	O	O
in	O	O
a	O	O
bipolar	O	O
patient	O	O
with	O	O
hepatocellular	O	O
carcinoma	O	O
.	O	O

objective	O	O
:	O	O
quetiapine	B-chem	B-chem
is	O	O
a	O	O
dibenzothiazepine	O	B-chem
derivative	O	O
,	O	O
similar	O	O
to	O	O
clozapine	B-chem	B-chem
,	O	O
which	O	O
has	O	O
the	O	O
highest	O	O
risk	O	O
of	O	O
causing	O	O
blood	O	O
dyscrasias	O	O
,	O	O
especially	O	O
neutropenia	O	O
.	O	O

there	O	O
are	O	O
some	O	O
case	O	O
reports	O	O
about	O	O
this	O	O
side	O	O
effect	O	O
of	O	O
quetiapine	B-chem	B-chem
,	O	O
but	O	O
possible	O	O
risk	O	O
factors	O	O
are	O	O
seldom	O	O
discussed	O	O
and	O	O
identified	O	O
.	O	O

a	O	O
case	O	O
of	O	O
a	O	O
patient	O	O
with	O	O
hepatocellular	O	O
carcinoma	O	O
that	O	O
developed	O	O
neutropenia	O	O
after	O	O
treatment	O	O
with	O	O
quetiapine	B-chem	B-chem
is	O	O
described	O	O
here	O	O
.	O	O

case	O	O
report	O	O
:	O	O

a	O	O
62	O	O
-	O	O
year	O	O
-	O	O
old	O	O
taiwanese	O	O
widow	O	O
with	O	O
bipolar	O	O
disorder	O	O
was	O	O
diagnosed	O	O
with	O	O
hepatocellular	O	O
carcinoma	O	O
at	O	O
age	O	O
60	O	O
.	O	O

she	O	O
developed	O	O
leucopenia	O	O
after	O	O
being	O	O
treated	O	O
with	O	O
quetiapine	B-chem	B-chem
.	O	O

after	O	O
quetiapine	B-chem	B-chem
was	O	O
discontinued	O	O
,	O	O
her	O	O
white	O	O
blood	O	O
cell	O	O
count	O	O
returned	O	O
to	O	O
normal	O	O
.	O	O

conclusions	O	O
:	O	O

although	O	O
neutropenia	O	O
is	O	O
not	O	O
a	O	O
common	O	O
side	O	O
effect	O	O
of	O	O
quetiapine	B-chem	B-chem
,	O	O
physicians	O	O
should	O	O
be	O	O
cautious	O	O
about	O	O
its	O	O
presentation	O	O
and	O	O
associated	O	O
risk	O	O
factors	O	O
.	O	O

hepatic	O	O
dysfunction	O	O
may	O	O
be	O	O
one	O	O
of	O	O
the	O	O
possible	O	O
risk	O	O
factors	O	O
,	O	O
and	O	O
concomitant	O	O
fever	O	O
may	O	O
be	O	O
a	O	O
diagnostic	O	O
marker	O	O
for	O	O
adverse	O	O
reaction	O	O
to	O	O
quetiapine	B-chem	B-chem
.	O	O

lateral	O	O
antebrachial	O	O
cutaneous	O	O
neuropathy	O	O
after	O	O
steroid	B-chem	B-chem
injection	O	O
at	O	O
lateral	O	O
epicondyle	O	O
.	O	O

background	O	O
and	O	O
objectives	O	O
:	O	O

this	O	O
report	O	O
aimed	O	O
to	O	O
present	O	O
a	O	O
case	O	O
of	O	O
lateral	O	O
antebrachial	O	O
cutaneous	O	O
neuropathy	O	O
(	O	O
lacnp	O	O
)	O	O
that	O	O
occurred	O	O
after	O	O
a	O	O
steroid	B-chem	B-chem
injection	O	O
in	O	O
the	O	O
lateral	O	O
epicondyle	O	O
to	O	O
treat	O	O
lateral	O	O
epicondylitis	O	O
in	O	O
a	O	O
40	O	O
-	O	O
year	O	O
-	O	O
old	O	O
woman	O	O
.	O	O

material	O	O
and	O	O
method	O	O
:	O	O

a	O	O
40	O	O
-	O	O
year	O	O
-	O	O
old	O	O
woman	O	O
presented	O	O
with	O	O
decreased	O	O
sensation	O	O
and	O	O
paresthesia	O	O
over	O	O
her	O	O
right	O	O
lateral	O	O
forearm	O	O
;	O	O
the	O	O
paresthesia	O	O
had	O	O
occurred	O	O
after	O	O
a	O	O
steroid	B-chem	B-chem
injection	O	O
in	O	O
the	O	O
right	O	O
lateral	O	O
epicondyle	O	O
3	O	O
months	O	O
before	O	O
.	O	O

her	O	O
sensation	O	O
of	O	O
light	O	O
touch	O	O
and	O	O
pain	O	O
was	O	O
diminished	O	O
over	O	O
the	O	O
lateral	O	O
side	O	O
of	O	O
the	O	O
right	O	O
forearm	O	O
and	O	O
wrist	O	O
area	O	O
.	O	O

results	O	O
:	O	O

the	O	O
sensory	O	O
action	O	O
potential	O	O
amplitude	O	O
of	O	O
the	O	O
right	O	O
lateral	O	O
antebrachial	O	O
cutaneous	O	O
nerve	O	O
(	O	O
lacn	O	O
)	O	O
(	O	O
6	O	O
.	O	O
2	O	O
uv	O	O
)	O	O
was	O	O
lower	O	O
than	O	O
that	O	O
of	O	O
the	O	O
left	O	O
(	O	O
13	O	O
.	O	O
1	O	O
uv	O	O
)	O	O
.	O	O

the	O	O
difference	O	O
of	O	O
amplitude	O	O
between	O	O
both	O	O
sides	O	O
was	O	O
significant	O	O
because	O	O
there	O	O
was	O	O
more	O	O
than	O	O
a	O	O
50	O	O
%	O	O
reduction	O	O
.	O	O

she	O	O
was	O	O
diagnosed	O	O
with	O	O
right	O	O
lacnp	O	O
(	O	O
mainly	O	O
axonal	O	O
involvement	O	O
)	O	O
on	O	O
the	O	O
basis	O	O
of	O	O
the	O	O
clinical	O	O
manifestation	O	O
and	O	O
the	O	O
electrodiagnostic	O	O
findings	O	O
.	O	O

her	O	O
symptoms	O	O
improved	O	O
through	O	O
physical	O	O
therapy	O	O
but	O	O
persisted	O	O
to	O	O
some	O	O
degree	O	O
.	O	O

conclusion	O	O
:	O	O

this	O	O
report	O	O
describes	O	O
the	O	O
case	O	O
of	O	O
a	O	O
woman	O	O
with	O	O
lacnp	O	O
that	O	O
developed	O	O
after	O	O
a	O	O
steroid	B-chem	B-chem
injection	O	O
for	O	O
the	O	O
treatment	O	O
of	O	O
lateral	O	O
epicondylitis	O	O
.	O	O

an	O	O
electrodiagnostic	O	O
study	O	O
,	O	O
including	O	O
a	O	O
nerve	O	O
conduction	O	O
study	O	O
of	O	O
the	O	O
lacn	O	O
,	O	O
was	O	O
helpful	O	O
to	O	O
diagnose	O	O
right	O	O
lacnp	O	O
and	O	O
to	O	O
find	O	O
the	O	O
passage	O	O
of	O	O
the	O	O
lacn	O	O
on	O	O
the	O	O
lateral	O	O
epicondyle	O	O
.	O	O

curcumin	B-chem	B-chem
prevents	O	O
maleate	B-chem	B-chem
-	O	O
induced	O	O
nephrotoxicity	O	O
:	O	O
relation	O	O
to	O	O
hemodynamic	O	O
alterations	O	O
,	O	O
oxidative	O	O
stress	O	O
,	O	O
mitochondrial	O	O
oxygen	B-chem	B-chem
consumption	O	O
and	O	O
activity	O	O
of	O	O
respiratory	O	O
complex	O	O
i	O	O
.	O	O

the	O	O
potential	O	O
protective	O	O
effect	O	O
of	O	O
the	O	O
dietary	O	O
antioxidant	O	O
curcumin	B-chem	B-chem
(	O	O
120	O	O
mg	O	O
/	O	O
kg	O	O
/	O	O
day	O	O
for	O	O
6	O	O
days	O	O
)	O	O
against	O	O
the	O	O
renal	O	O
injury	O	O
induced	O	O
by	O	O
maleate	B-chem	O
was	O	O
evaluated	O	O
.	O	O

tubular	O	O
proteinuria	O	O
and	O	O
oxidative	O	O
stress	O	O
were	O	O
induced	O	O
by	O	O
a	O	O
single	O	O
injection	O	O
of	O	O
maleate	B-chem	O
(	O	O
400	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
in	O	O
rats	O	O
.	O	O

maleate	B-chem	B-chem
-	O	O
induced	O	O
renal	O	O
injury	O	O
included	O	O
increase	O	O
in	O	O
renal	O	O
vascular	O	O
resistance	O	O
and	O	O
in	O	O
the	O	O
urinary	O	O
excretion	O	O
of	O	O
total	O	O
protein	O	O
,	O	O
glucose	B-chem	B-chem
,	O	O
sodium	B-chem	B-chem
,	O	O
neutrophil	O	O
gelatinase	O	O
-	O	O
associated	O	O
lipocalin	O	O
(	O	O
ngal	O	O
)	O	O
and	O	O
n	O	B-chem
-	O	I-chem
acetyl	O	I-chem
b	O	I-chem
-	O	I-chem
d	O	I-chem
-	O	I-chem
glucosaminidase	O	I-chem
(	O	O
nag	O	O
)	O	O
,	O	O
upregulation	O	O
of	O	O
kidney	O	O
injury	O	O
molecule	O	O
(	O	O
kim	O	B-chem
)	O	O
-	O	O
1	O	O
,	O	O
decrease	O	O
in	O	O
renal	O	O
blood	O	O
flow	O	O
and	O	O
claudin	O	B-chem
-	O	O
2	O	O
expression	O	O
besides	O	O
of	O	O
necrosis	O	O
and	O	O
apoptosis	O	O
of	O	O
tubular	O	O
cells	O	O
on	O	O
24	O	O
h	O	O
.	O	O
oxidative	O	O
stress	O	O
was	O	O
determined	O	O
by	O	O
measuring	O	O
the	O	O
oxidation	O	O
of	O	O
lipids	O	O
and	O	O
proteins	O	O
and	O	O
diminution	O	O
in	O	O
renal	O	O
nrf2	O	O
levels	O	O
.	O	O

studies	O	O
were	O	O
also	O	O
conducted	O	O
in	O	O
renal	O	O
epithelial	O	O
llc	O	O
-	O	O
pk1	O	O
cells	O	O
and	O	O
in	O	O
mitochondria	O	O
isolated	O	O
from	O	O
kidneys	O	O
of	O	O
all	O	O
the	O	O
experimental	O	O
groups	O	O
.	O	O

maleate	B-chem	O
induced	O	O
cell	O	O
damage	O	O
and	O	O
reactive	O	O
oxygen	B-chem	B-chem
species	O	O
(	O	O
ros	O	O
)	O	O
production	O	O
in	O	O
llc	O	O
-	O	O
pk1	O	O
cells	O	O
in	O	O
culture	O	O
.	O	O

in	O	O
addition	O	O
,	O	O
maleate	B-chem	O
treatment	O	O
reduced	O	O
oxygen	B-chem	B-chem
consumption	O	O
in	O	O
adp	B-chem	B-chem
-	O	O
stimulated	O	O
mitochondria	O	O
and	O	O
diminished	O	O
respiratory	O	O
control	O	O
index	O	O
when	O	O
using	O	O
malate	B-chem	B-chem
/	O	O
glutamate	B-chem	B-chem
as	O	O
substrate	O	O
.	O	O

the	O	O
activities	O	O
of	O	O
both	O	O
complex	O	O
i	O	O
and	O	O
aconitase	O	O
were	O	O
also	O	O
diminished	O	O
.	O	O

all	O	O
the	O	O
above	O	O
-	O	O
described	O	O
alterations	O	O
were	O	O
prevented	O	O
by	O	O
curcumin	B-chem	B-chem
.	O	O

it	O	O
is	O	O
concluded	O	O
that	O	O
curcumin	B-chem	B-chem
is	O	O
able	O	O
to	O	O
attenuate	O	O
in	O	O
vivo	O	O
maleate	B-chem	O
-	O	O
induced	O	O
nephropathy	O	O
and	O	O
in	O	O
vitro	O	O
cell	O	O
damage	O	O
.	O	O

the	O	O
in	O	O
vivo	O	O
protection	O	O
was	O	O
associated	O	O
to	O	O
the	O	O
prevention	O	O
of	O	O
oxidative	O	O
stress	O	O
and	O	O
preservation	O	O
of	O	O
mitochondrial	O	O
oxygen	B-chem	B-chem
consumption	O	O
and	O	O
activity	O	O
of	O	O
respiratory	O	O
complex	O	O
i	O	O
,	O	O
and	O	O
the	O	O
in	O	O
vitro	O	O
protection	O	O
was	O	O
associated	O	O
to	O	O
the	O	O
prevention	O	O
of	O	O
ros	O	O
production	O	O
.	O	O

incidence	O	O
of	O	O
solid	O	O
tumours	O	O
among	O	O
pesticide	O	O
applicators	O	O
exposed	O	O
to	O	O
the	O	O
organophosphate	B-chem	B-chem
insecticide	O	I-chem
diazinon	B-chem	I-chem
in	O	O
the	O	O
agricultural	O	O
health	O	O
study	O	O
:	O	O
an	O	O
updated	O	O
analysis	O	O
.	O	O

objective	O	O
:	O	O
diazinon	B-chem	B-chem
,	O	O
a	O	O
common	O	O
organophosphate	B-chem	B-chem
insecticide	O	O
with	O	O
genotoxic	O	O
properties	O	O
,	O	O
was	O	O
previously	O	O
associated	O	O
with	O	O
lung	O	O
cancer	O	O
in	O	O
the	O	O
agricultural	O	O
health	O	O
study	O	O
(	O	O
ahs	O	O
)	O	O
cohort	O	O
,	O	O
but	O	O
few	O	O
other	O	O
epidemiological	O	O
studies	O	O
have	O	O
examined	O	O
diazinon	B-chem	B-chem
-	O	O
associated	O	O
cancer	O	O
risk	O	O
.	O	O

we	O	O
used	O	O
updated	O	O
diazinon	B-chem	B-chem
exposure	O	O
and	O	O
cancer	O	O
incidence	O	O
information	O	O
to	O	O
evaluate	O	O
solid	O	O
tumour	O	O
risk	O	O
in	O	O
the	O	O
ahs	O	O
.	O	O

methods	O	O
:	O	O

male	O	O
pesticide	O	O
applicators	O	O
in	O	O
iowa	O	O
and	O	O
north	O	O
carolina	O	O
reported	O	O
lifetime	O	O
diazinon	B-chem	B-chem
use	O	O
at	O	O
enrolment	O	O
(	O	O
1993	O	O
-	O	O
1997	O	O
)	O	O
and	O	O
follow	O	O
-	O	O
up	O	O
(	O	O
1998	O	O
-	O	O
2005	O	O
)	O	O
;	O	O
cancer	O	O
incidence	O	O
was	O	O
assessed	O	O
through	O	O
2010	O	O
(	O	O
north	O	O
carolina	O	O
)	O	O
/	O	O
2011	O	O
(	O	O
iowa	O	O
)	O	O
.	O	O

among	O	O
applicators	O	O
with	O	O
usage	O	O
information	O	O
sufficient	O	O
to	O	O
evaluate	O	O
exposure	O	O
-	O	O
response	O	O
patterns	O	O
,	O	O
we	O	O
used	O	O
poisson	O	O
regression	O	O
to	O	O
estimate	O	O
adjusted	O	O
rate	O	O
ratios	O	O
(	O	O
rrs	O	O
)	O	O
and	O	O
95	O	O
%	O	O
ci	O	O
for	O	O
cancer	O	O
sites	O	O
with	O	O
>	O	O
10	O	O
exposed	O	O
cases	O	O
for	O	O
both	O	O
lifetime	O	O
(	O	O
lt	O	O
)	O	O
exposure	O	O
days	O	O
and	O	O
intensity	O	O
-	O	O
weighted	O	O
(	O	O
iw	O	O
)	O	O
lifetime	O	O
exposure	O	O
days	O	O
(	O	O
accounting	O	O
for	O	O
factors	O	O
impacting	O	O
exposure	O	O
)	O	O
.	O	O

results	O	O
:	O	O

we	O	O
observed	O	O
elevated	O	O
lung	O	O
cancer	O	O
risks	O	O
(	O	O
n	O	O
=	O	O
283	O	O
)	O	O
among	O	O
applicators	O	O
with	O	O
the	O	O
greatest	O	O
number	O	O
of	O	O
lt	O	O
(	O	O
rr	O	O
=	O	O
1	O	O
.	O	O
60	O	O
;	O	O
95	O	O
%	O	O
ci	O	O
1	O	O
.	O	O
11	O	O
to	O	O
2	O	O
.	O	O
31	O	O
;	O	O
ptrend	O	O
=	O	O
0	O	O
.	O	O
02	O	O
)	O	O
and	O	O
iw	O	O
days	O	O
of	O	O
diazinon	B-chem	B-chem
use	O	O
(	O	O
rr	O	O
=	O	O
1	O	O
.	O	O
41	O	O
;	O	O
95	O	O
%	O	O
ci	O	O
0	O	O
.	O	O
98	O	O
to	O	O
2	O	O
.	O	O
04	O	O
;	O	O
ptrend	O	O
=	O	O
0	O	O
.	O	O
08	O	O
)	O	O
.	O	O

kidney	O	O
cancer	O	O
(	O	O
n	O	O
=	O	O
94	O	O
)	O	O
risks	O	O
were	O	O
non	O	O
-	O	O
significantly	O	O
elevated	O	O
(	O	O
rrlt	O	O
days	O	O
=	O	O
1	O	O
.	O	O
77	O	O
;	O	O
95	O	O
%	O	O
ci	O	O
0	O	O
.	O	O
90	O	O
to	O	O
3	O	O
.	O	O
51	O	O
;	O	O
ptrend	O	O
=	O	O
0	O	O
.	O	O
09	O	O
;	O	O
rriw	O	O
days	O	O
1	O	O
.	O	O
37	O	O
;	O	O
95	O	O
%	O	O
ci	O	O
0	O	O
.	O	O
64	O	O
to	O	O
2	O	O
.	O	O
92	O	O
;	O	O
ptrend	O	O
=	O	O
0	O	O
.	O	O
50	O	O
)	O	O
,	O	O
as	O	O
were	O	O
risks	O	O
for	O	O
aggressive	O	O
prostate	O	O
cancer	O	O
(	O	O
n	O	O
=	O	O
656	O	O
)	O	O
.	O	O

conclusions	O	O
:	O	O

our	O	O
updated	O	O
evaluation	O	O
of	O	O
diazinon	B-chem	B-chem
provides	O	O
additional	O	O
evidence	O	O
of	O	O
an	O	O
association	O	O
with	O	O
lung	O	O
cancer	O	O
risk	O	O
.	O	O

newly	O	O
identified	O	O
links	O	O
to	O	O
kidney	O	O
cancer	O	O
and	O	O
associations	O	O
with	O	O
aggressive	O	O
prostate	O	O
cancer	O	O
require	O	O
further	O	O
evaluation	O	O
.	O	O

associations	O	O
of	O	O
ozone	B-chem	B-chem
and	O	O
pm2	O	O
.	O	O
5	O	O
concentrations	O	O
with	O	O
parkinson	O	O
'	O	O
s	O	O
disease	O	O
among	O	O
participants	O	O
in	O	O
the	O	O
agricultural	O	O
health	O	O
study	O	O
.	O	O

objective	O	O
:	O	O

this	O	O
study	O	O
describes	O	O
associations	O	O
of	O	O
ozone	B-chem	B-chem
and	O	O
fine	O	O
particulate	B-chem	O
matter	I-chem	O
with	O	O
parkinson	O	O
'	O	O
s	O	O
disease	O	O
observed	O	O
among	O	O
farmers	O	O
in	O	O
north	O	O
carolina	O	O
and	O	O
iowa	O	O
.	O	O

methods	O	O
:	O	O

we	O	O
used	O	O
logistic	O	O
regression	O	O
to	O	O
determine	O	O
the	O	O
associations	O	O
of	O	O
these	O	O
pollutants	O	O
with	O	O
self	O	O
-	O	O
reported	O	O
,	O	O
doctor	O	O
-	O	O
diagnosed	O	O
parkinson	O	O
'	O	O
s	O	O
disease	O	O
.	O	O

daily	O	O
predicted	O	O
pollutant	O	O
concentrations	O	O
were	O	O
used	O	O
to	O	O
derive	O	O
surrogates	O	O
of	O	O
long	O	O
-	O	O
term	O	O
exposure	O	O
and	O	O
link	O	O
them	O	O
to	O	O
study	O	O
participants	O	O
'	O	O
geocoded	O	O
addresses	O	O
.	O	O

results	O	O
:	O	O

we	O	O
observed	O	O
positive	O	O
associations	O	O
of	O	O
parkinson	O	O
'	O	O
s	O	O
disease	O	O
with	O	O
ozone	B-chem	B-chem
(	O	O
odds	O	O
ratio	O	O
=	O	O
1	O	O
.	O	O
39	O	O
;	O	O
95	O	O
%	O	O
ci	O	O
:	O	O
0	O	O
.	O	O
98	O	O
to	O	O
1	O	O
.	O	O
98	O	O
)	O	O
and	O	O
fine	O	O
particulate	B-chem	O
matter	I-chem	O
(	O	O
odds	O	O
ratio	O	O
=	O	O
1	O	O
.	O	O
34	O	O
;	O	O
95	O	O
%	O	O
ci	O	O
:	O	O
0	O	O
.	O	O
93	O	O
to	O	O
1	O	O
.	O	O
93	O	O
)	O	O
in	O	O
north	O	O
carolina	O	O
but	O	O
not	O	O
in	O	O
iowa	O	O
.	O	O

conclusions	O	O
:	O	O

the	O	O
plausibility	O	O
of	O	O
an	O	O
effect	O	O
of	O	O
ambient	O	O
concentrations	O	O
of	O	O
these	O	O
pollutants	O	O
on	O	O
parkinson	O	O
'	O	O
s	O	O
disease	O	O
risk	O	O
is	O	O
supported	O	O
by	O	O
experimental	O	O
data	O	O
demonstrating	O	O
damage	O	O
to	O	O
dopaminergic	O	O
neurons	O	O
at	O	O
relevant	O	O
concentrations	O	O
.	O	O

additional	O	O
studies	O	O
are	O	O
needed	O	O
to	O	O
address	O	O
uncertainties	O	O
related	O	O
to	O	O
confounding	O	O
and	O	O
to	O	O
examine	O	O
temporal	O	O
aspects	O	O
of	O	O
the	O	O
associations	O	O
we	O	O
observed	O	O
.	O	O

low	O	O
functional	O	O
programming	O	O
of	O	O
renal	O	O
at2r	O	O
mediates	O	O
the	O	O
developmental	O	O
origin	O	O
of	O	O
glomerulosclerosis	O	O
in	O	O
adult	O	O
offspring	O	O
induced	O	O
by	O	O
prenatal	O	O
caffeine	B-chem	B-chem
exposure	O	O
.	O	O

unassigned	O	O
:	O	O

our	O	O
previous	O	O
study	O	O
has	O	O
indicated	O	O
that	O	O
prenatal	O	O
caffeine	B-chem	B-chem
exposure	O	O
(	O	O
pce	O	O
)	O	O
could	O	O
induce	O	O
intrauterine	O	O
growth	O	O
retardation	O	O
(	O	O
iugr	O	O
)	O	O
of	O	O
offspring	O	O
.	O	O

recent	O	O
research	O	O
suggested	O	O
that	O	O
iugr	O	O
is	O	O
a	O	O
risk	O	O
factor	O	O
for	O	O
glomerulosclerosis	O	O
.	O	O

however	O	O
,	O	O
whether	O	O
pce	O	O
could	O	O
induce	O	O
glomerulosclerosis	O	O
and	O	O
its	O	O
underlying	O	O
mechanisms	O	O
remain	O	O
unknown	O	O
.	O	O

this	O	O
study	O	O
aimed	O	O
to	O	O
demonstrate	O	O
the	O	O
induction	O	O
to	O	O
glomerulosclerosis	O	O
in	O	O
adult	O	O
offspring	O	O
by	O	O
pce	O	O
and	O	O
its	O	O
